0, 0, 0
1, 2.12059e-07, 0
2, 3.94518e-07, 0
3, 7.24633e-07, 0
4, 1.31405e-06, 0
5, 2.35258e-06, 0
6, 4.15832e-06, 0
7, 7.25659e-06, 0
8, 1.25023e-05, 0
9, 2.1266e-05, 0
10, 3.57128e-05, 0
11, 5.92112e-05, 0
12, 9.69224e-05, 0
13, 0.000156634, 0
14, 0.000249912, 0
15, 0.000393669, 0
16, 0.000612232, 0
17, 0.000940029, 0
18, 0.00142498, 0
19, 0.00213263, 0
20, 0.00315111, 0
21, 0.00459678, 0
22, 0.0066204, 0
23, 0.0094136, 0
24, 0.013215, 0
25, 0.0183156, 0
26, 0.0250621, 0
27, 0.0338573, 0
28, 0.0451575, 0
29, 0.0594631, 0
30, 0.0773047, 0
31, 0.0992216, 0
32, 0.125732, 0
33, 0.1573, 0
34, 0.194291, 0
35, 0.236928, 0
36, 0.285247, 0
37, 0.339053, 0
38, 0.397882, 0
39, 0.46098, 0
40, 0.527292, 0
41, 0.595473, 0
42, 0.663916, 0
43, 0.730811, 0
44, 0.794216, 0
45, 0.852144, 0
46, 0.902668, 0
47, 0.944027, 0
48, 0.974725, 0
49, 0.99362, 0
50, 1, 0
51, 0.99362, 0
52, 0.974725, 0
53, 0.944027, 0
54, 0.902668, 0
55, 0.852144, 0
56, 0.794216, 0
57, 0.730811, 0
58, 0.663916, 0
59, 0.595473, 0
60, 0.527292, 0
61, 0.46098, 0
62, 0.397882, 0
63, 0.339053, 0
64, 0.285247, 0
65, 0.236928, 0
66, 0.194291, 0
67, 0.1573, 0
68, 0.125732, 0
69, 0.0992216, 0
70, 0.0773047, 0
71, 0.0594631, 0
72, 0.0451575, 0
73, 0.0338573, 0
74, 0.0250621, 0
75, 0.0183156, 0
76, 0.013215, 0
77, 0.0094136, 0
78, 0.0066204, 0
79, 0.00459678, 0
80, 0.00315111, 0
81, 0.00213263, 0.616849
82, 0.00142498, 0.616849
83, 0.000940029, 0.616849
84, 0.000612232, 0.616849
85, 0.000393669, 0.616849
86, 0.000249912, 0.616849
87, 0.000156634, 0.616849
88, 9.69224e-05, 0.616849
89, 5.92112e-05, 0.616849
90, 3.57128e-05, 0.616849
91, 2.1266e-05, 0.616849
92, 1.25023e-05, 0.616849
93, 7.25659e-06, 0.616849
94, 4.15832e-06, 0.616849
95, 2.35258e-06, 0.616849
96, 1.31405e-06, 0.616849
97, 7.24633e-07, 0.616849
98, 3.94518e-07, 0.616849
99, 2.12059e-07, 0.616849
100, 1.12535e-07, 0.616849
101, 5.89604e-08, 0.616849
102, 3.04981e-08, 0.616849
